Nama Akun,Komentar,Sumber
@Ngalam_ker,Next Gibran menjawab !!!,Narasi Newsroom
@imansyatiby9361,Makin ngawurrr😂😂😂😂,Narasi Newsroom
@asepudin7156,❤❤❤ prabowo gibran no,Narasi Newsroom
@haha.twinboys,Jawabnya pakai ChatGPT,Narasi Newsroom
@haha.twinboys,Jawabnya pakai ChatGPT,Narasi Newsroom
@EkoWahyu-su5mf,Haduhhhh mending jangan,Narasi Newsroom
@Aimtu09,"Menurut kalian gaes, dari 3 jam lebih wawancara. Menurut kalian berapa prosentase jawaban Pak Prabowo on point?",Narasi Newsroom
@jerryklisman,buang buang waktu dan ujungnya ngeselin,Narasi Newsroom
@annasipul,1%,Narasi Newsroom
@BabaYaga-l2j,11% dari 100%,Narasi Newsroom
@Itsmarley13,KOSONG!!!,Narasi Newsroom
@suebwadidaw578,Ya ndak tau ko tanya sama saya..,Narasi Newsroom
@Hermen-h4b,Kosong  orang orang pintar belajar serius  mendengarkan dongeng,Narasi Newsroom
@BedoRoso,1% pas ditanya soal anaknya doang 🤣,Narasi Newsroom
@serbaserbi666,"Sepertinya butuh waktu agak lama untuk menjawabnya.. 
Mungkin setelah nonton ulang tayangan ini 2 kali lagi tanpa skip .",Narasi Newsroom
@Sya_new,Gua tunggu jawaban pendukung dn buzzer mereka yang bisa kasih point tapi gak ada samsek di komen,Narasi Newsroom
@feelosocial,*1:20:50* Prabowo ingin entaskan kemiskinan.,Narasi Newsroom
@pieniepien,"Kucing tidur, hidup di awang-awang. Circle-nya ABS (Asal Bapak Senang).",Narasi Newsroom
@artificialsummer7184,Ga fokus sama sakunya Prabowo,Narasi Newsroom
@kuatheriYanto,Yg komen banyak barisan sakit hati ya..😂,Narasi Newsroom
@Dilann9,Biarin aja mereka koar² namanya juga oposisi. Udah kalah fitnah gugat dan segala macam. Gugatan aja walaupun gak berhasil sampai sekarang masih dendam,Narasi Newsroom
@ltpginting9768,"ketika ada hal substantif yg perlu perhatian elu malah komen sakit hati. sebatas itu emg pikiran elu, dangkal",Narasi Newsroom
@Itsmarley13,KOSONG!,Narasi Newsroom
@sienumar8260,"Najwa cukup berani menyatakan pendapat nya,, jadi ingat waktu sama jkw koq jauh berbeda yaa.. najwa lebih keder sama jkw 😅",Narasi Newsroom
@omansasuke9725,"Siapapun presiden nya ya indonesia keadaan nya ya gini gini aja, karna semua hanya ikut sistem yang di terapkan elite global 🥱",Narasi Newsroom
@mirzaws1488,Ada jurnalis Tempo gak?,Narasi Newsroom
@SulisTyowati-el8kl,"Tempo di danai atek asing, tempo ga laku bagi masyarakat kecil cuma sampahnya masyarakat.
Majalah tempo gulung tikar 
Melanggar kode etik🤣🤣.
Majalah tempo lakunya para atek asing wk..wk...",Narasi Newsroom
@billylafi,Kocak kocak ​@@SulisTyowati-el8kl,Narasi Newsroom
@cozyday94,"yah minimal jangan typo bu, ngetiknya! ​@@SulisTyowati-el8kl",Narasi Newsroom
@AgfaBlu,"@@SulisTyowati-el8kl ""melanggar kode etik"" lucu juga ni kalimat awokawok",Narasi Newsroom
@Andre-ek8fy,​@@SulisTyowati-el8kl sudah nyepongnya bu?,Narasi Newsroom
@SulisTyowati-el8kl,"@AgfaBlu  lihat berita tuh para dewan pers biar anda faham bukan ahli nyinyir doang anda.
Iya anda ini ciri-ciri jadi antek asing 
Tidak ingin Indonesia maju dan hebat.",Narasi Newsroom
@fishybrad,@@SulisTyowati-el8kldibayar brp?,Narasi Newsroom
@SulisTyowati-el8kl,"@fishybrad Kelihatan ngegas pasti antek asing ciri khasnya antek asing kan bgtu🤪🤪🤪
Lihat di media sudah banyak beredar bawah majalah tempo yg danai asing.
Kamu mikirin uang setan trs ga lihat di media beredar🤣🤣.",Narasi Newsroom
@fishybrad,"@@SulisTyowati-el8kl ngegas dari mana? 🤠 mau dong rujukannya, share link nya kakak",Narasi Newsroom
@astu-z9v8f,Senang dengar cerita pak prabowo..,Narasi Newsroom
@anwarproyek3899,"Dari saat DEBAT CAPRES  saya sudah pesimis soal kecerdesanya 
Tapi ya sudah lah ini lah hasil pilihan kalian",Narasi Newsroom
@asepudin7156,Pengen lu apa....president Yg penting hati nya lu bersih... Pinter teori dan hati jahat buat apa,Narasi Newsroom
@asepudin7156,Masalah praktek nya kan ada stap khusus,Narasi Newsroom
@namikazedevj46,"iye jahat mainnya agama, gitu kan maunya lu dijawab? 😅",Narasi Newsroom
@ibnoeyahya2835,"Lu nya aja yg g cerdas, org cerdas itu bicara by data, literatur, ini tmptnya aja sebuah library yg diakui wartawati td memuat bnyk buku n literatur! Lu g nyimak dg cerdas n hati yg bening! Lu blm apa2 sdh komen berdasarkn kebencian Lu yg lama thd beliau! Itu ciri2 org yg primitif dlm berfikir! Paham?",Narasi Newsroom
@achmaddaelami87,"Kita coba objektif, ada type orang yg  sulit dalam berbicara. Tp kita jg g boleh pungkiri hasil kinerja beliau, hanya saja pertanyaan nya, kebijakan apa sih yg beliau buat dan dirasakan oleh masyarakat?",Narasi Newsroom
@anwarproyek3899,"@ibnoeyahya2835  justru dari tanya jawab ini om saya jadi makin pesimis 
Gimana kurang wawasanya beliau
Sebeb sebagai leader smart think juga keluasan wawasan itu sangat di butuhkan dari akan banyak inovasi dan solusi untuk masalah bngsa ini om",Narasi Newsroom
@farhanmfirdaus3779,@@anwarproyek3899jadi mau anda presiden yang jago ngibul itu om?(anies baswedan),Narasi Newsroom
@KingPizzaSuper,"​@@farhanmfirdaus3779 lu g nyimak ni diskusi isinya dongeng doang? ilusi doang? usaha denialnya dia akan kenyataan yg terjadi di negaranya? apa yg dikatakan sama dia terjadi kebalikannya sama yg ada di lapangan. MBG berhasil? big no, efisiensi? full of bullshit",Narasi Newsroom
@farhanmfirdaus3779,"⁠@@KingPizzaSuperlu bilang mbg kaga berhasil?data darimana atau berdasarkan pikiran lu doang?coba lu search ulang,bisa search kan?terus efisiensi lu bilang gagal juga?sekarang di provinsi” jawa sudah jalan mngenai efisiensi,lu masih belum baca atau kaga mau baca?",Narasi Newsroom
@farhanmfirdaus3779,@@KingPizzaSuperterus program apa yang menurut lu cocok untuk ngadepin masa kini?coba kasih tau gue,Narasi Newsroom
@ferdiGERUNG-e3r,Ewean geratis pasti pada setuju​@@farhanmfirdaus3779,Narasi Newsroom
@rizkykresna3567,"⁠@@farhanmfirdaus3779program yang cocok buat rakyat banyak dan udah banyak banget yang bersuara dari segala macam sisi, dari mulai pendidikan, perekonomian, pertahanan, ketenagakerjaan, kesehatan, dll. aku balik argumen kamu ya, lu belum baca atau kaga mau baca?",Narasi Newsroom
@KingPizzaSuper,"@@farhanmfirdaus3779 lah program mah banyak, pemerataan pendidikan, sembako murah, lapangan kerja. Yang kejadian skrg di masa dia malah kebalikan.  Dia bikin program MBG disatu sisi malah ngurangin anggaran pendidikan dan kementrian. Bahkan sekelas nyalain lampu aja mesti diirit². Baca buku diperpus dibatasin cmn sampe jam 5. Ngangkat menteri pariwisata yg bahkan g bisa bahasa Inggris, sekelas pidato pembukaan aja g bisa. Dan lu tau ada satu masa org suruhan dia ke kampus luar negeri buat presentasi MBG, waktu dicecar pertanyaan g bisa jawab dan sampai skrg g ada tu orgnya dia yg berani presentasi di kampus luar.",Narasi Newsroom
@ilham0906,"Ada yg pinter kampanye bukan fokus penuhin janji, malah sibuk bikin balap tamiya😅

Masa udah tau begitu masih dipilih😅",Narasi Newsroom
@MrStone-kk9nr,"@@farhanmfirdaus3779 makanan basi, banyak mbg gk jalan karna mandeg biaya, biaya disunat",Narasi Newsroom
@KingPizzaSuper,@@ilham0906 Ada juga pelanggar HAM yang berkali² gagal nyapres eh waktu jadi presiden lebih belain anak koruptor timbang rakyatnya sendiri 😏,Narasi Newsroom
@erwinsaputra8666,Dongeng sebelum tidur 😴,Narasi Newsroom
@garudabahari,selanjutnya tenpo dan kompas dong mengutarakan pertanyaannya,Narasi Newsroom
@HenrySkalitz-x5d,Kwkwkw 3½ jam. Lagi speed run kah?,Narasi Newsroom
@Itsgoingdown7,"Rusaklah mending mundur aja,, maksain jadi presiden",Narasi Newsroom
@lebbehamzah,"Ya ALLAH TERIMA KASIH SAYA , KAMI DAN KELUARGA BESAR TIDAK PERNAH MEMILIH DIA",Narasi Newsroom
@hendryhardiansyah6591,Sehat selalu Mr Presiden.....banyak pewarta yang baik dan banyak juga yang tidak baik....banyak yang negara ini bersatu dan banyak yang menginginkan negara ini kacau kalau bisa bubar baik dari dalam dan dari luar negara Indonesia karena mereka tidak mau negara ini maju dan sejahtera....,Narasi Newsroom
@hermanaluan,"ini bukan menjawab, tapi bercerita.",Narasi Newsroom
@jerryklisman,ngebantah bang😂,Narasi Newsroom
@Aska641,Makanya bikin pertanyan to the point 😂,Narasi Newsroom
@amelsyahro6821,Yapping bang,Narasi Newsroom
@azriel_alrifqyazriel6815,uda yappingnya?,Narasi Newsroom
@satyapararaton3197,Wkwkwkwkwk😂,Narasi Newsroom
@muhamadaldi4091,Peliharaan anis,Narasi Newsroom
@kebottv1047,Ngebantah dengan cerita 😅​@@jerryklisman,Narasi Newsroom
@MrSomyaputra,Kenapa Narasi isinya buzzer semua?,Narasi Newsroom
@hermanaluan,"pemimpin yang gak nampak, ngapain di buzzerin. kaya dari lahir, trus berceloteh sipaling merakyat ​@MrSomyaputra",Narasi Newsroom
@IanHananto,itu bu Valeria senyam-senyum karir (?),Narasi Newsroom
@GitoPakpahan,te pe er i...bentar lagi nge host dunia dalam berita isinya kelompencapir😅,Narasi Newsroom
@IanHananto,"@@GitoPakpahan Throughout the interview there were hardly any answers that were close to accurate. Despite Prab's poor speaking style and articulation, I think what Prab demonstrated was better communication skills than his ministers, unless SMI so far. Prab became the benchmark in terms of communication during the interview, which is tragic if he is the benchmark hahahahah~",Narasi Newsroom
@notitle1337,Simpen guys video nya guys jangan sampe ilang guys,Narasi Newsroom
@ekajuliana4253,"kuq di gw ilang"" suaranya sama di chanel satunya juga. padahal gw klik  video lain aman - aman az suaranya...😅",Narasi Newsroom
@dikarafnaofficial6040,Aman kok di aku gak ada yg bermasalah. Hp mu mungkin bermasalah ​@@ekajuliana4253,Narasi Newsroom
@dikarafnaofficial6040,Gk bakal ilang si kecuali kiamat,Narasi Newsroom
@SamsulKhoir-w5t,Jejak dijitalmu gak akan hilang brow,Narasi Newsroom
@notitle1337,"@@SamsulKhoir-w5t iya bro kalau emang mikir nya gitu, ini sebagai bahan bukti aja kalau tiba tiba masyarakat kudeta itu artinya bukan lagi nyalahin salah satu partai ya kayak kejadian kemarin kemarin karna bukti nya udah jelas dengan segala yang diomongin juga",Narasi Newsroom
@KepoIDofficial,"paling 2029 kaum 58persen lupa lagi,,kalau dikasi drama nangis2 dan joget2,,,rusakk",Narasi Newsroom
@gie5041,Kalangan Petani lagi dimanja Presiden...kalangan koruptor lg waswas...lagi ditarget,Narasi Newsroom
@Syawal1116,"""Saya sangat dibantu presiden pendahulu saya"" alamakkk......, sama aja 3 priode anjirr",Narasi Newsroom
@WahyuniNingshi,"SUDAH DIBILANG JANGAN BERPERANG MALAH PIGI EH MATTILAH DIMAKAN CACING,,,,, DIAM2 KAWAN PUNYA JOKI RUPANYA WKKWKWKWKW",Narasi Newsroom
@nilagibran2813,"Jujur shock sih kenapa disebut terus, setelah hidup Jokowi. Sampai menit 40an fakta dilapangan berbeda dg yg disampaikan seperti harga2 sebelum lebaran",Narasi Newsroom
@KingPizzaSuper,"laah lu kira selama ini bonekanya siapa? anaknya? bukanlah boy, itu cmn pengalih isu 😏",Narasi Newsroom
@haides___,skip ah skrip,Narasi Newsroom
@Syawal1116,Kok gk ada bruzzernya prabowo disini?🤔😅,Narasi Newsroom
@Fikriadiza00,Banyak bang,Narasi Newsroom
@Syawal1116,"@Fikriadiza00  oiya, baru liat dibawah² bazzernya. Ketutup sma komen orng²",Narasi Newsroom
@hiraatharaniqa2416,Terus kenapa tempo gak diundang paak,Narasi Newsroom
@SulisTyowati-el8kl,Tempo atek asing sampahnya masyarakat faham anda😂😂.,Narasi Newsroom
@SulisTyowati-el8kl,"Tempo gulung tikar..
Melanggar kode etik wkwkw...😂😂.",Narasi Newsroom
@AndreWiguna-v8g,Keren Pak Prabowo,Narasi Newsroom
@hafidzrasyid5409,"""ingat umur pak...jangan ikut2 Pinokio jadi pengibul... Cuman omon omon",Narasi Newsroom
@ferdiGERUNG-e3r,Ini kan anak nya Raja bohong ijazah palsu,Narasi Newsroom
@ulilummah,"Pak Presiden hafal ga nama_nama menteri dan wakil menteri. 
Semoga hafal ya pak 😊",Narasi Newsroom
@dhodysutanto5646,Lapor Pak kalah lucu sama jawaban Prabowo,Narasi Newsroom
@arcturus1893,"isinya cuman pembelaan diri, liat dari pertanyaan bu uni dan mbak najwa yg sangat bagus, langsung ke pokok masalah. tapi malah di jawab dengan jawaban yg gak jelas ngawur. serendah itu lah pemikiran pemimpin negara ini sekarang !!! gak ada harapan ini negara !!!",Narasi Newsroom
@WahyuniNingshi,"TRUE,,,, MENGINGAT KEJADIAN SEKARANG JUGA EKONOMI LAGI KACAU BANGET",Narasi Newsroom
@Rnvlbngt,Sabar lh dngn pilhan mu😂😂,Narasi Newsroom
@fahmi7500,cthnya menit berapa?,Narasi Newsroom
@nurmanyaskur6589,Ini mah ngehina,Narasi Newsroom
@fahmi7500,oke gas oke gas,Narasi Newsroom
@feelosocial,Kayaknya kamu belum bisa move on dr pak Jokowi. Karna kamu lebih suka dibacain pakai teks wkwkwk,Narasi Newsroom
@jandaaa69,"Sama gan, entah kenapa nonton ini malah bawaannya ketawa",Narasi Newsroom
@abdimanaf6516,SUMPAH BENER-BENR GA EXPECT SAMA JAWABAN BELIAU YANG NGELANTUR BANGET,Narasi Newsroom
@barokahutama7626,"Asli baru periode ini bener2 sulit ekonomi,nyesel gw pilih Prabowo..
-susah cari kerja 
- daya beli masyarakat sangat lemah
-berantas koruptor cuma gebrakan awal
-kebanyakan Mentri & Wamen kerja nol
-program MBG yang gagal total,disaat ekonomi lemah,malah buang duit besar dan ga smua bisa merasakan...silahkan lanjutkan kekec3waan kalian.",Narasi Newsroom
@syafarhanas,Pertanyaan demo malah ngejawab dengan ngebela aparat yg ditimplokin air kencing cuma karna dia pernah di keamanan tersebut.  Lucu banget pdhal pertNyaan bu Uni itu abusive petugas loh,Narasi Newsroom
@SamsulKhoir-w5t,Prabowo negarawan sejati brow❤❤❤❤,Narasi Newsroom
@arcturus1893,"​@@syafarhanas dia mempermasalahkan pendemo yg memancing emosi aparat, memang bisa itu disusupi oleh oknum penyusup untuk memicu kericuhan. tapi sebelum itu terjadi, jika cepat di tanggapi oleh pihak istana untuk menerima aspirasi pendemo, pasti gak ada aksi"" seperti itu, masalahnya pendemo ini di abaikan.",Narasi Newsroom
@maizarindra498,"Gak jelas dan ngawur nya dimana?, bisa kasih potongan kalimatnya disini, karena menurut saya Prabowo jawabannya tidak keluar dari konteks, jadi kalau ada pandangan yang berbeda jadi saya pengen tahu kalian nangkap nya gimana",Narasi Newsroom
@erikojuan8013,​@@maizarindra498 sayangnya njenengan punya kesalahan logika berpikir kalau merasa jawaban pak presiden sesuai dengan konteks...,Narasi Newsroom
@maizarindra498,@@erikojuan8013 ya kasih aja menitnya disini,Narasi Newsroom
@arcturus1893,"​@@maizarindra498 soal demo dibilang di tunggangi asing, tapi buktinya gak ada (ngawur) soal transparasi UU TNI sampai sekarang drafnya gak ketauan, di jawab cuman membahas masa pensiun, (gak nyambung). pertanyaan UU perampasan aset di abaikan gak di jawab. dan masih banyak lagi. kalau di rangkum semua bisa dibikin buku.",Narasi Newsroom
@juju3907,"@@arcturus1893 draft UU TNI udah ada di website DPR RI dan banyak youtuber membahasnya, dan UU perampasan aset juga engga diabaikan, ada di kanal CNN, Prabowo ngejawab soal keberpihakan nya untuk mencanangkan UU perampasan aset tapi pengkajiannya harus melibatkan pakar hukum karena dalam penerapannya pelik dimana lingkup nya bukan cuman pribadi koruptor lagi",Narasi Newsroom
@juju3907,"@@arcturus1893 draft UU TNI udah ada di website DPR RI dan banyak youtuber membahasnya, dan UU perampasan aset juga engga diabaikan, ada di kanal CNN, Prabowo ngejawab soal keberpihakan nya untuk mencanangkan UU perampasan aset tapi pengkajiannya harus melibatkan pakar hukum karena dalam penerapannya pelik dimana lingkup nya bukan cuman pribadi koruptor lagi",Narasi Newsroom
@fishybrad,@@SamsulKhoir-w5t negarawan sejati yang ngelantur brow ✌🏾,Narasi Newsroom
@fishybrad,@@juju3907 udah ada dari kapan zer?,Narasi Newsroom
@azriel_alrifqyazriel6815,kau yang ga paham laen kali pelajaran bahasa indonesia belajar bukan tidur,Narasi Newsroom
@derrybudiawan,Hebat,Narasi Newsroom
@ArdianDompu-qm8pv,Ternak muliyono​@@maizarindra498,Narasi Newsroom
@kih34rt,"@@abdimanaf6516 kan udah ada teasernya pas dulu saat kampanye, paling ingat pas dulu tiap paslon diundang untuk pemaparan visi-misi dan tanya jawab dengan apindo. ada yang sangan ngelantur jawabannya.",Narasi Newsroom
@desyalisiaandriyani1702,"​@@syafarhanas mungkin bagi dia menghilangkan manusia adalah hal biasa, jadi nyerang medis itu mah hal receh. Ngebandingin aparat yg bawa senjata api vs demonstran bawa senjata tahi kan kocak ya (aksi di luar negri banyaknyg lebih ngeri). Aksi Kamisan yang damai udah bertahun-tahun gak pernah dinotice😅",Narasi Newsroom
@uswatunhasanah9939,"Apalagi yg UU perampasan aset, malah tidak dijawab dengan beliau😅",Narasi Newsroom
@fauzisetiadi2062,jogetin dulu dong!,Narasi Newsroom
@fatroniChozir-f8g,Jawaban Prabowo kayak bukan Prabowo biasanya. Hhhh ... Ini lah wajah aslinya kalau udh ngejabat.,Narasi Newsroom
@rhanoe_2794,"Pemimpin itu cerminan dri siapa yg memilihnya,,kalo pemimpinnya saja begitu,berarti rakyat yg memilihnya ya gak jauh beda.",Narasi Newsroom
@testsatu-q8u,selalu bandingkan dengan malaysia tapi ringgit aja jadi nilai tukar ke rupiah paling tinggi dalam sejarah,Narasi Newsroom
@ridi196,malaysaia udah jadi negara maju,Narasi Newsroom
@kiravpn,"Untuk menghemat waktu kalian, percepat vidio menjadi 1,5x",Narasi Newsroom
@justpassingbye,Aku malah 2.5,Narasi Newsroom
@Hasbi17,Mkasih sarannya😅😅😅,Narasi Newsroom
@Bulepapuanugini,3 jam klarifikasi ndor😁,Narasi Newsroom
@iyyakamusicvideo4369,"Teruskan TRADISI SEPERTI INI...Pak Prabowo...
Saya MEMBERIKAN PENGHARGAAN UNTUK INI...
Terima Kasih Pak Prabowo...👍🏻👍🏻👍🏻👍🏻👍🏻

- Iyyaka Nastain -",Narasi Newsroom
@Catatanbocil,"Ngantuk, ada yg sama?",Narasi Newsroom
@asepudin7156,❤❤❤ prabowo,Narasi Newsroom
@hello_Aii,"baru menit ke 5 sudah khawatir isinya omon omon dan pembelaan doang, padahal durasinya 3½ jam 😮‍💨",Narasi Newsroom
@4JJ1-,Apa sih ???,Narasi Newsroom
@moodmalam2853,Bismillah semoga abis ini ada wapres gibran menjawab,Narasi Newsroom
@JuheDole,BUAT YANG INSOMNIA COBA DENGERIN,Narasi Newsroom
@WahyuniNingshi,MNA TAU PAS DENGERIN INI JADI MUAK TRUS NGANTUK YAH WKKWKWKW,Narasi Newsroom
@JhonWick-x1f,"Kamu akan cepat tidur namun bermimpi buruk, saking buruknya seperti vibes kiamat😂",Narasi Newsroom
@SmokeDogg-ph3uq,Cocok buat temenin tidur malam ini 🤣,Narasi Newsroom
@juju3907,"Lah harusnya dengerin dongeng udah biasa kalo ternaknya Anis mah, bedanya Anis suaranya lembut makanya bisa menang dari Ahok😂",Narasi Newsroom
@juju3907,"Lah harusnya dengerin dongeng udah biasa kalo ternaknya Anis mah, bedanya Anis suaranya lembut makanya bisa menang dari Ahok😂",Narasi Newsroom
@KingPizzaSuper,"​@@juju3907Komen asbun g boleh dobel bang, g keitung 700 peraknya. Curang ih",Narasi Newsroom
@terissna,"mantab, 
Ngantuk dibuatnya 😂",Narasi Newsroom
@sopianpian4825,"Mending jangan dah, gua aja dengerinnya dari menit 00 - 1:18:49 aja jadi ikut senyum sendiri😅😅😅
Jadi ngak heran di era sekarang sekelas ABUJANDA SAJA JUGA BISA DAPAT KURSI DIPEMERINTAHAN + BISA NAIK JABATAN😅",Narasi Newsroom
@erla012,"SAYA MASIH RAGU KALO RIZAL RAMLI DAN FAISAL BASRI MENINGGAL NORMAL, MUNGKIN BISA DICEK ULANG DAN REINVESTIGASI - PADAHAL MEREKA MEMBAWA BUKTI, DAN DENGAN GAGAH BERANI FB INGIN BERPERKARA DENGAN JOKOWI

SAYANG BANGET, NAJWA SEKALIPUN YG BELAJAR HUKUM DENGAN BUKTI PACTA SUN SERVANDA YG DIGAUNGKAN ROCKY BERLALU BEGITU SAJA",Narasi Newsroom
